"","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Ratings.Source","Ratings.Value","Metascore","imdbRating","imdbVotes","imdbID","Type","tomatoMeter","tomatoImage","tomatoRating","tomatoReviews","tomatoFresh","tomatoRotten","tomatoConsensus","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","tomatoURL","DVD","BoxOffice","Production","Website","Response"
"63","Girl in Gold Boots","1968","R","25 Apr 1968","94 min","Crime, Drama, Music","Ted V. Mikels","Leighton J. Peatman (screenplay), Art Names (screenplay), John T. Wilson (screenplay)","Jody Daniels, Leslie McRay, Tom Pace, Mark Herron","A young woman leaves her job as a waitress and travels to Los Angeles, where she strives to become the top star in the glamorous world of go-go dancing.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc3OTQ1MDczMF5BMl5BanBnXkFtZTcwNTEyMjEyMQ@@._V1_SX300.jpg","Internet Movie Database","2.2/10","N/A","2.2","3,190","tt0174685","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_girl_in_gold_boots/","02 May 2005","N/A","Geneni Film Distributing Company","N/A","True"
"64","The Oogieloves in the Big Balloon Adventure","2012","G","29 Aug 2012","88 min","Adventure, Family, Fantasy","Matthew Diamond","Alex Greene (based on characters by), Scott Stabile, Carol Sweeney (based on characters by), Kenn Viselman (creator)","Jaime Pressly, Cloris Leachman, Cary Elwes, Christopher Lloyd","The Oogieloves -- Goobie, Zoozie and Toofie -- set out to find five magical balloons that will make their good friend Schluufy's surprise birthday party extra-special.","English","USA","2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0ODM0MzA0OV5BMl5BanBnXkFtZTcwODUyODc3Nw@@._V1_SX300.jpg","Internet Movie Database","6.4/10","32","6.4","14,350","tt1520498","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_oogieloves_in_the_big_balloon_adventure/","04 Feb 2013","$1,064,277","Big Balloon Adventure Movies","http://www.oogieloves.com/","True"
"65","Chairman of the Board","1998","PG-13","18 Sep 1998","95 min","Comedy","Alex Zamm","Al Septien (story), Turi Meyer (story), Al Septien (screenplay), Turi Meyer (screenplay), Alex Zamm (screenplay)","Scott 'Carrot Top' Thompson, Courtney Thorne-Smith, Larry Miller, Raquel Welch","A surfer becomes the head of a major company.","English","USA","2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNjUxMDAyMzUyNV5BMl5BanBnXkFtZTcwNDE4MTMyMQ@@._V1_SX300.jpg","Internet Movie Database","2.3/10","N/A","2.3","5,308","tt0118836","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/chairman_of_the_board/","14 Jul 1998","N/A","Trimark","N/A","True"
"66","Lawnmower Man 2: Beyond Cyberspace","1996","PG-13","12 Jan 1996","93 min","Action, Sci-Fi, Thriller","Farhad Mann","Farhad Mann (story), Michael Miner (story), Farhad Mann (screenplay)","Patrick Bergin, Matt Frewer, Austin O'Brien, Ely Pouget","Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and ...","English","USA","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BZGI0ZDZhOGUtZDZiOS00NWE2LThjNzQtYzI3ZGFjODUwZjlkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","Internet Movie Database","2.4/10","29","2.4","8,233","tt0116839","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/lawnmower_man_2_jobes_war/","07 Oct 2003","N/A","New Line Home Entertainment","N/A","True"
"67","Dark Harvest II: The Maize","2004","R","13 Oct 2004","100 min","Horror","Bill Cowell","Bill Cowell","Bill Cowell, Kelleigh Murray, Alyssa Cowell, Elena Pezzino","A father's psychic abilities are put to the test when his two daughters are trapped inside of a corn maze haunted by the spirits of two young girls who disappeared a year earlier.","English","USA","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTgyNDUzNTQxOV5BMl5BanBnXkFtZTcwNjI1ODgyMQ@@._V1_SX300.jpg","Internet Movie Database","2.1/10","N/A","2.1","2,516","tt0451109","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the-maize-the-movie/","N/A","N/A","N/A","N/A","True"
"68","The Touch of Satan","1971","PG","23 Aug 1971","90 min","Horror","Don Henderson","James E. McLarty (screenplay)","Michael Berry, Emby Mellay, Lee Amber, Yvonne Winslow","A young man meets a farm girl who is actually a witch.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BODVhMjQ3YjctMDA0Zi00YWQwLWJiZDQtMDM5ZDE3YTZhOGZkXkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_SX300.jpg","Internet Movie Database","2.1/10","N/A","2.1","2,442","tt0066476","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the_touch_of_satan/","N/A","N/A","Futurama International","N/A","True"
"69","Baby Geniuses","1999","PG","12 Mar 1999","97 min","Comedy, Crime, Family","Bob Clark","Steven Paul (story), Francisca Matos (story), Robert Grasmere (story), Bob Clark (screenplay), Greg Michael (screenplay)","Kathleen Turner, Christopher Lloyd, Kim Cattrall, Peter MacNicol","Scientist hold talking, super-intelligent babies captive, but things take a turn for the worse when a mix-up occurs between a baby genius and its twin.","English","USA","1 win & 3 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BZmRhMWVmOTQtNjUwMS00MzEwLWFkNWQtNWJlMTk3NDcyYzM1XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg","Internet Movie Database","2.6/10","6","2.6","20,826","tt0118665","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/baby_geniuses/","27 Jul 1999","N/A","TriStar Pictures","N/A","True"
"70","Soultaker","1990","R","26 Oct 1990","94 min","Fantasy, Horror","Michael Rissi","Vivian Schilling (story), Eric Parkinson (story), Vivian Schilling (screenplay)","Joe Estevez, Vivian Schilling, Gregg Thomsen, Robert Z'Dar","Four teenagers are killed in a car accident. Two of the teenagers refuse to go with ""The Grim Reaper"" and a race between life and death ensues!","English","USA","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3MTg2NTk5Nl5BMl5BanBnXkFtZTcwNDk2MzAyMQ@@._V1_SX300.jpg","Internet Movie Database","2.3/10","N/A","2.3","3,281","tt0100665","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/the-soultaker/","20 Apr 2004","N/A","N/A","N/A","True"
"71","The Blade Master","1984","PG","15 Feb 1984","92 min","Action, Adventure, Fantasy","Joe D'Amato","Joe D'Amato","Miles O'Keeffe, Lisa Foster, Charles Borromel, Kiro Wehara","Muscle-bound Ator and his mute East Asian sidekick travel from the ends of the earth to save his aged mentor from the evil, mustachioed Zor.","Italian","Italy","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA3OTU5MTg1Nl5BMl5BanBnXkFtZTYwNTM2Mjk5._V1_SX300.jpg","Internet Movie Database","2.2/10","N/A","2.2","3,043","tt0086972","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/blade_master/","N/A","N/A","N/A","N/A","True"
"72","Prince of Space","1959","N/A","N/A","121 min","Action, Adventure, Sci-Fi","Eijirô Wakabayashi","Masaru Igami (story), Shin Morita","Tatsuo Umemiya, Hiroko Mine, Takashi Kanda, Ushio Skashi","When an alien force tries to invade Earth to steal a powerful new rocket fuel, a mysterious hero intervenes.","Japanese","Japan","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyODMzNTIwOV5BMl5BanBnXkFtZTcwMTc4NzYzMQ@@._V1_SX300.jpg","Internet Movie Database","2.2/10","N/A","2.2","2,526","tt0053464","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/prince_of_space/","N/A","N/A","N/A","N/A","True"
"73","Simon Sez","1999","PG-13","24 Sep 1999","85 min","Action, Comedy","Kevin Alyn Elders","Moshe Diamant (story), Rudy Cohen (story), Andrew Miller, Andrew Lowery","Dennis Rodman, Dane Cook, John Pinette, Ricky Harris","Basketball superstar Dennis Rodman stars as a hip Interpol agent attempting to defeat the deadly plans of a crazed arms dealer.","English","Germany, Belgium, USA","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NTEzNjk3M15BMl5BanBnXkFtZTcwMTEzMjkxMQ@@._V1_SX300.jpg","Internet Movie Database","2.5/10","16","2.5","6,120","tt0168172","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/simon_sez/","28 Aug 2001","N/A","Sony Pictures Home Entertainment","N/A","True"
"74","Santa Claus Conquers the Martians","1964","NOT RATED","14 Nov 1964","81 min","Adventure, Comedy, Family","Nicholas Webster","Glenville Mareth (screenplay), Paul L. Jacobson (based on a story by)","John Call, Leonard Hicks, Vincent Beck, Bill McCutcheon","The Martians kidnap Santa Claus because there is nobody on Mars to give their children presents.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4OTg3MTU2Ml5BMl5BanBnXkFtZTcwOTM2NDIwNw@@._V1_SX300.jpg","Internet Movie Database","2.5/10","N/A","2.5","9,255","tt0058548","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/santa_claus_conquers_the_martians/","23 Nov 2004","N/A","Independent Pictures","http://www.SantaMartiansMovie.com","True"
"75","Tees Maar Khan","2010","N/A","14 Nov 2010","135 min","Comedy, Crime","Farah Khan","Vishal Dadlani (lyrics), Vishal Dadlani, Anvita Dutt Guptan (lyrics), Ashmith Kunder (screenplay), Shirish Kunder (dialogue), Shirish Kunder (screenplay), Shirish Kunder (story)","Akshay Kumar, Katrina Kaif, Akshaye Khanna, Rajiv Laxman","Posing as a movie producer, a conman attempts to trick an entire village into helping him rob a treasure-laden train.","Hindi","India","4 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNTk1NTM5NDYwNl5BMl5BanBnXkFtZTcwMDI2MTYxNA@@._V1_SX300.jpg","Internet Movie Database","2.5/10","N/A","2.5","8,930","tt1572311","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/tees_maar_khan_2010/","22 Feb 2011","$1,076,266","UTV Communications","http://www.teesmaarkhan-thefilm.com/","True"
"76","Breaking Wind","2012","R","13 Jan 2012","82 min","Comedy","Craig Moss","Craig Moss","Heather Ann Davis, Eric Callero, Frank Pacheco, Michael Adam Hamilton","A comedic spoof based on the worldwide phenomenon, The Twilight Saga.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjk1MTAwNjg5NF5BMl5BanBnXkFtZTgwNTcxODg0MDE@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","3,879","tt1651323","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/breaking_wind_2012/","27 Mar 2012","N/A","Grindstone Entertainment","N/A","True"
"77","Santa with Muscles","1996","PG","08 Nov 1996","97 min","Comedy","John Murlowski","Jonathan Bond, Fred Mata, Dorrie Krum Raymond","Hulk Hogan, Don Stark, Robin Curtis, Garrett Morris","An evil millionaire believes he is Santa Claus after an accident renders him amnesiac.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTBkNmZhZGUtMzkyNi00ZThhLTg1YmQtMzUyNjA3MzA3MTAxXkEyXkFqcGdeQXVyNjA3OTI5MjA@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","7,996","tt0117550","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/santa_with_muscles/","N/A","N/A","Cabin Fever Entertainment","N/A","True"
"78","Zombie Nightmare","1987","R","07 Mar 1988","89 min","Fantasy, Horror","Jack Bravman","John Fasano","Adam West, Jon Mikl Thor, Tia Carrere, Manuska Rigaud","After a young man is killed by a gang of rampant teenagers, he is resurrected by a voodoo priestess so he can avenge his death.","English","Canada","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NjQzNTY1MV5BMl5BanBnXkFtZTcwMDc2MjE5Mw@@._V1_SX300.jpg","Internet Movie Database","2.3/10","N/A","2.3","2,518","tt0092297","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/zombie_nightmare/","25 Oct 2010","N/A","New World","N/A","True"
"79","Boggy Creek II: And the Legend Continues","1984","PG","01 Dec 1985","91 min","Adventure, Drama, Horror","Charles B. Pierce","Charles B. Pierce","Charles B. Pierce, Cindy Butler, Chuck Pierce Jr., Jimmy Clem","A professor and three of his students camp out in the wilderness to find a Bigfoot-type creature.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNzU2NzY5NTM1OF5BMl5BanBnXkFtZTcwNjcyNzAzMQ@@._V1_SX300.jpg","Internet Movie Database","2.3/10","N/A","2.3","2,793","tt0088772","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/boggy_creek_2/","09 Aug 2005","N/A","Howco International","N/A","True"
"80","A Story About Love","1995","N/A","17 Feb 1995","70 min","Romance","Aune Sand","Aune Sand","Beate Halkjelsvik, Einar Lund, Beate Charlotte Lunde, Aune Sand","Two young people stand on a street corner in a run-down part of New York, kissing. Despite the lawlessness of the district they are left unmolested. A short distance away walk Maria and ...","Norwegian","Norway","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BNGFkZTkzMzEtMmNjZS00Mjk5LThlNTUtMTRhNzU3MjQ3ZGQ5XkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg","Internet Movie Database","2.3/10","N/A","2.3","2,875","tt0112873","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dis-en-historie-om-kjaerlighet-haze-a-love-story/","N/A","N/A","N/A","N/A","True"
"81","Fat Slags","2004","N/A","15 Oct 2004","75 min","Comedy","Ed Bye","William Osborne","Fiona Allen, Sophie Thompson, Jerry O'Connell, Anthony Head","The Fat Slags from Viz hit the big time and become celebrities.","English","UK","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BM2NiOTM2YjItZTM1MC00MTk0LTkyN2QtNjQzZTEyZGI4N2Y3XkEyXkFqcGdeQXVyNDE4OTY5NzI@._V1_SX300.jpg","Internet Movie Database","2.6/10","N/A","2.6","3,641","tt0382028","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/fat-slags/","N/A","N/A","N/A","N/A","True"
"82","Car 54, Where Are You?","1994","PG-13","28 Jan 1994","89 min","Comedy","Bill Fishman","Nat Hiken (television series), Erik Tarloff (story), Erik Tarloff (screenplay), Ebbe Roe Smith (screenplay), Peter McCarthy (screenplay), Peter Crabbe (screenplay)","David Johansen, John C. McGinley, Fran Drescher, Nipsey Russell","Brash NYC policeman Officer Gunther Toody is partnered with stiff, by-the-book Officer Francis Muldoon to protect an important mafia witness prior to testifying against orgainzed crime in ...","English","USA","2 wins & 2 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BNmE1YzZmNzgtYjI2NC00MjI2LTk3MWItODMwZjBlOTU0YWY5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","3,964","tt0109376","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/car_54_where_are_you/","02 Dec 2003","N/A","Orion Home Video","N/A","True"
"83","Dragonball: Evolution","2009","PG","10 Apr 2009","85 min","Action, Adventure, Fantasy","James Wong","Ben Ramsey (screenplay), Akira Toriyama (novel)","Justin Chatwin, Yun-Fat Chow, Emmy Rossum, Jamie Chung","The young warrior Son Goku sets out on a quest, racing against time and the vengeful King Piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power.","English, Japanese, Hindi","USA, Hong Kong, UK","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzNDM0ODQxMF5BMl5BanBnXkFtZTcwOTMyMzMzMg@@._V1_SX300.jpg","Internet Movie Database","2.7/10","45","2.7","59,743","tt1098327","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/dragonball/","28 Jul 2009","$9,353,573","20th Century Fox","http://dbthemovie.com","True"
"84","The Aztec Mummy Against the Humanoid Robot","1958","APPROVED","N/A","65 min","Adventure, Horror, Sci-Fi","Rafael Portillo","Guillermo Calderón (original story), Alfredo Salazar (original story), Alfredo Salazar (adaptation)","Ramón Gay, Rosita Arenas, Crox Alvarado, Luis Aceves Castañeda","A mad doctor builds a robot in order to steal a valuable Aztec treasure from a tomb guarded by a centuries-old living mummy.","Spanish","Mexico","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BYTAyODI0N2YtYzMxMi00MDZlLTk4MjctOWQ3YjQ3NTIwZWVjXkEyXkFqcGdeQXVyNTc4Njg5MjA@._V1_SX300.jpg","Internet Movie Database","2.2/10","N/A","2.2","1,920","tt0050717","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/la-momia-azteca-contra-el-robot-humano-the-robot-vs-the-aztec-mummy/","23 Jan 2007","N/A","Clasa-Mohme Inc.","http://www.vcientertainment.com/Film-Categories/LA-MOMIA-AZTECA-CONTRA-EL-ROBOT-HUMANO","True"
"85","Body in the Web","1960","UNRATED","01 Mar 1962","77 min","Horror","Fritz Böttger","Fritz Böttger, Eldon Howard, Albert G. Miller","Harald Maresch, Helga Franck, Alexander D'Arcy, Helga Neuner","Survivors of a plane crash on a remote island find it is covered by spiders. When bitten, the survivors start turning into spiders!","German","West Germany","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BZmJmMWJlMmItYzdmNS00MWM2LThhNzQtNzdkOTUwMmY2YTEzXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","3,172","tt0054333","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/ein_toter_hing_im_netz/","14 Nov 2000","N/A","Intercontinental Films","N/A","True"
"86","Mitchell","1975","R","10 Sep 1975","97 min","Action, Crime, Drama","Andrew V. McLaglen","Ian Kennedy Martin","Joe Don Baker, Martin Balsam, John Saxon, Linda Evans","A sleazy, incompetent detective tries to simultaneously take down heroin dealers and a socialite who murdered a burglar.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMjQxOTBjYzYtN2U5MS00MWQ3LWEyMmMtYWM3YzI4MjExNjhkXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","3,887","tt0073396","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/mitchell/","N/A","N/A","Allied Artists Pictures","N/A","True"
"87","Theodore Rex","1995","PG","14 Dec 1995","92 min","Action, Comedy, Family","Jonathan R. Betuel","Jonathan R. Betuel","Whoopi Goldberg, Armin Mueller-Stahl, Juliet Landau, Bud Cort","In an alternate futuristic society, a tough female police detective is paired with a talking dinosaur to find the killer of dinosaurs and other prehistoric animals leading them to a mad scientist bent on creating a new Armageddon.","English","USA","2 wins & 1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BMGE2MDBhODctN2JhMy00NGRjLWFlZjAtNjk5MGUwNTBmMzJlXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","3,345","tt0114658","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/theodore_rex/","08 Jul 2003","N/A","New Line Cinema","N/A","True"
"88","Santa Claus","1959","N/A","01 Oct 1960","94 min","Comedy, Family, Fantasy","René Cardona","Adolfo Torres Portillo (story), René Cardona (story), Adolfo Torres Portillo (adaptation), René Cardona (adaptation)","José Elías Moreno, Cesáreo Quezadas 'Pulgarcito', José Luis Aguirre 'Trotsky', Armando Arriola","With the aid of Merlin, Santa Claus must defeat the evil machinations of the devil Pitch to ruin Xmas.","Spanish","Mexico","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BNmJmODcyMTEtOWU5ZC00OWVkLTk1ZTMtNGIzZGZkY2E5NjBmXkEyXkFqcGdeQXVyMDU5NjMyNg@@._V1_SX300.jpg","Internet Movie Database","2.5/10","N/A","2.5","3,908","tt0053241","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/santa_claus/","05 Oct 2004","N/A","Cinematografica Calderon S.A.","http://www.vcientertainment.com/Film-Categories?keyword=SANTA%20C&product_id=450","True"
"89","Laserblast","1978","PG","01 Mar 1978","85 min","Horror, Sci-Fi","Michael Rae","Franne Schacht, Frank Ray Perilli","Kim Milford, Cheryl Smith, Gianni Russo, Ron Masak","A teenager stumbles upon an alien weapon, which transforms him into a grotesque killer.","English","USA","1 nomination.","https://images-na.ssl-images-amazon.com/images/M/MV5BNDYzMGJhZTEtMzgwYS00MmMyLWExZWUtM2UwOGIyYzQ2NjdmXkEyXkFqcGdeQXVyMTQ2MjQyNDc@._V1_SX300.jpg","Internet Movie Database","2.5/10","N/A","2.5","4,714","tt0077834","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/laserblast/","20 Jul 1999","N/A","Irwin Yablans Company","N/A","True"
"90","Ed","1996","PG","15 Mar 1996","94 min","Comedy, Family, Sport","Bill Couturié","Ken Richards (story), Janus Cercone (story), David M. Evans (screenplay)","Matt LeBlanc, Gene Ross, Paul Hewitt, Sage Allen","A trained chimpanzee plays third base for a minor-league baseball team.","English","USA","3 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0MjU2NDUxNV5BMl5BanBnXkFtZTcwNzIyMDIyMQ@@._V1_SX300.jpg","Internet Movie Database","2.6/10","25","2.6","7,368","tt0116165","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/ed/","01 Jul 2003","N/A","MCA Universal Home Video","N/A","True"
"91","Survival Island","2002","R","14 Jun 2002","85 min","Horror, Thriller","David Hillenbrand, Scott Hillenbrand","David Hillenbrand, Scott Hillenbrand","Nicholas Brendon, Jaime Pressly, Eugene Byrd, Casey Fallo","Teens trapped on an island are haunted by a demon hidden inside...a pinata.","English","USA","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwNDk5MjA2OF5BMl5BanBnXkFtZTcwNjU0NjIyMQ@@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","3,613","tt0201844","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/pinata_survival_island/","11 Feb 2003","N/A","First Look Pictures","N/A","True"
"92","Time Chasers","1994","PG-13","17 Mar 1994","89 min","Sci-Fi","David Giancola","David Giancola","Matthew Bruch, Bonnie Pritchard, Peter Harrington, George Woodard","An inventor comes up with a time machine, but must prevent its abuse at the hands of an evil C.E.O.","English","USA","1 win.","https://images-na.ssl-images-amazon.com/images/M/MV5BZWVkNTczZDUtYjQ3Yi00NGQwLTg5MTMtOGMwNTFlMTI0MDFhXkEyXkFqcGdeQXVyMTgzOTE5MTY@._V1_SX300.jpg","Internet Movie Database","2.3/10","N/A","2.3","2,743","tt0145529","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/time_chasers/","N/A","N/A","N/A","N/A","True"
"93","Devil Fish","1984","R","14 Nov 1986","90 min","Action, Horror, Thriller","Lamberto Bava","Lamberto Bava (additional material), Gianfranco Clerici (screenplay), Luigi Cozzi (story), Sergio Martino (story), Hervé Piccini (screenplay), Dardano Sacchetti (screenplay)","Michael Sopkiw, Valentine Monnier, Gianni Garko, William Berger","A marine biologist, a dolphin trainer, a research scientist, and a local sheriff try to hunt down a large sea monster, a shark/octopus hybrid, that is devouring swimmers and fishermen off a south Florida coast.","Italian","Italy, France","N/A","https://images-na.ssl-images-amazon.com/images/M/MV5BMTcwNDQ4NTc2N15BMl5BanBnXkFtZTgwOTEzMjAxMTE@._V1_SX300.jpg","Internet Movie Database","2.4/10","N/A","2.4","2,618","tt0088100","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/devilfish/","N/A","N/A","Filmes International","N/A","True"
"94","Meet the Spartans","2008","PG-13","25 Jan 2008","86 min","Comedy","Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer","Sean Maguire, Carmen Electra, Ken Davitian, Kevin Sorbo","The heroic Spartan king Leonidas, armed with nothing but leather underwear and a cape, leads a ragtag bunch of 13 Spartan misfit warriors to defend their homeland against thousands of ...","English","USA","6 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxMDE3NDQwMF5BMl5BanBnXkFtZTcwMjA0MzU1MQ@@._V1_SX300.jpg","Internet Movie Database","2.7/10","9","2.7","91,836","tt1073498","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/meet_the_spartans/","03 Jun 2008","$38,200,000","20th Century Fox","http://www.meetthespartans.com","True"
"95","It's Pat: The Movie","1994","PG-13","26 Aug 1994","77 min","Comedy","Adam Bernstein","Julia Sweeney (characters), Jim Emerson, Stephen Hibbert, Julia Sweeney","Julia Sweeney, Dave Foley, Charles Rocket, Kathy Griffin","The comedic misadventures of a person of indeterminate gender.","English, Japanese","USA","1 win & 7 nominations.","https://images-na.ssl-images-amazon.com/images/M/MV5BM2VhMjI0NDQtZWRjMS00ZWY4LTk2MmItZTY4MzE4M2ZmOTQ3L2ltYWdlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg","Internet Movie Database","2.6/10","N/A","2.6","8,756","tt0110169","movie","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","http://www.rottentomatoes.com/m/its-pat/","02 Sep 2003","N/A","Buena Vista","N/A","True"
